DateKey,Date,CalendarYear,CalendarQuarter,Month
20130213,2025-02-13,2013,1,February
20130214,2025-02-14,2013,1,February
20130215,2025-02-15,2013,1,February
20130216,2025-02-16,2013,1,February
20130217,2025-02-17,2013,1,February
20130218,2025-02-18,2013,1,February
20130219,2025-02-19,2013,1,February
20130220,2025-02-20,2013,1,February
20130221,2025-02-21,2013,1,February
20130222,2025-02-22,2013,1,February
20130223,2025-02-23,2013,1,February
20130224,2025-02-24,2013,1,February
20130225,2025-02-25,2013,1,February
20130226,2025-02-26,2013,1,February
20130227,2025-02-27,2013,1,February
20130228,2025-02-28,2013,1,February
20130301,2025-03-01,2013,1,March
20130302,2025-03-02,2013,1,March
20130303,2025-03-03,2013,1,March
20130304,2025-03-04,2013,1,March
20130305,2025-03-05,2013,1,March
20130306,2025-03-06,2013,1,March
20130307,2025-03-07,2013,1,March
20130308,2025-03-08,2013,1,March
20130309,2025-03-09,2013,1,March
20130310,2025-03-10,2013,1,March
20130311,2025-03-11,2013,1,March
20130312,2025-03-12,2013,1,March
20130313,2025-03-13,2013,1,March
20130314,2025-03-14,2013,1,March
20130315,2025-03-15,2013,1,March
20130316,2025-03-16,2013,1,March
20130317,2025-03-17,2013,1,March
20130318,2025-03-18,2013,1,March
20130319,2025-03-19,2013,1,March
20130320,2025-03-20,2013,1,March
20130321,2025-03-21,2013,1,March
20130322,2025-03-22,2013,1,March
20130323,2025-03-23,2013,1,March
20130324,2025-03-24,2013,1,March
20130325,2025-03-25,2013,1,March
20130326,2025-03-26,2013,1,March
20130327,2025-03-27,2013,1,March
20130328,2025-03-28,2013,1,March
20130329,2025-03-29,2013,1,March
20130330,2025-03-30,2013,1,March
20130331,2025-03-31,2013,1,March
20130401,2025-04-01,2013,2,April
20130402,2025-04-02,2013,2,April
20130403,2025-04-03,2013,2,April
20130404,2025-04-04,2013,2,April
20130405,2025-04-05,2013,2,April
20130406,2025-04-06,2013,2,April
20130407,2025-04-07,2013,2,April
20130408,2025-04-08,2013,2,April
20130409,2025-04-09,2013,2,April
20130410,2025-04-10,2013,2,April
20130411,2025-04-11,2013,2,April
20130412,2025-04-12,2013,2,April
20130413,2025-04-13,2013,2,April
20130414,2025-04-14,2013,2,April
20130415,2025-04-15,2013,2,April
20130416,2025-04-16,2013,2,April
20130417,2025-04-17,2013,2,April
20130418,2025-04-18,2013,2,April
20130419,2025-04-19,2013,2,April
20130420,2025-04-20,2013,2,April
20130421,2025-04-21,2013,2,April
20130422,2025-04-22,2013,2,April
20130423,2025-04-23,2013,2,April
20130424,2025-04-24,2013,2,April
20130425,2025-04-25,2013,2,April
20130426,2025-04-26,2013,2,April
20130427,2025-04-27,2013,2,April
20130428,2025-04-28,2013,2,April
20130429,2025-04-29,2013,2,April
20130430,2025-04-30,2013,2,April
20130501,2025-05-01,2013,2,May
20130502,2025-05-02,2013,2,May
20130503,2025-05-03,2013,2,May
20130504,2025-05-04,2013,2,May
20130505,2025-05-05,2013,2,May
20130506,2025-05-06,2013,2,May
20130507,2025-05-07,2013,2,May
20130508,2025-05-08,2013,2,May
20130509,2025-05-09,2013,2,May
20130510,2025-05-10,2013,2,May
20130511,2025-05-11,2013,2,May
20130512,2025-05-12,2013,2,May
20130513,2025-05-13,2013,2,May
20130514,2025-05-14,2013,2,May
20130515,2025-05-15,2013,2,May
20130516,2025-05-16,2013,2,May
20130517,2025-05-17,2013,2,May
20130518,2025-05-18,2013,2,May
20130519,2025-05-19,2013,2,May
20130520,2025-05-20,2013,2,May
20130521,2025-05-21,2013,2,May
20130522,2025-05-22,2013,2,May
20130523,2025-05-23,2013,2,May
20130524,2025-05-24,2013,2,May
20130525,2025-05-25,2013,2,May
20130526,2025-05-26,2013,2,May
20130527,2025-05-27,2013,2,May
20130528,2025-05-28,2013,2,May
20130529,2025-05-29,2013,2,May
20130530,2025-05-30,2013,2,May
20130531,2025-05-31,2013,2,May
20130601,2025-06-01,2013,2,June
20130602,2025-06-02,2013,2,June
20130603,2025-06-03,2013,2,June
20130604,2025-06-04,2013,2,June
20130605,2025-06-05,2013,2,June
20130606,2025-06-06,2013,2,June
20130607,2025-06-07,2013,2,June
20130608,2025-06-08,2013,2,June
20130609,2025-06-09,2013,2,June
20130610,2025-06-10,2013,2,June
20130611,2025-06-11,2013,2,June
20130612,2025-06-12,2013,2,June
20130613,2025-06-13,2013,2,June
20130614,2025-06-14,2013,2,June
20130615,2025-06-15,2013,2,June
20130616,2025-06-16,2013,2,June
20130617,2025-06-17,2013,2,June
20130618,2025-06-18,2013,2,June
20130619,2025-06-19,2013,2,June
20130620,2025-06-20,2013,2,June
20130621,2025-06-21,2013,2,June
20130622,2025-06-22,2013,2,June
20130623,2025-06-23,2013,2,June
20130624,2025-06-24,2013,2,June
20130625,2025-06-25,2013,2,June
20130626,2025-06-26,2013,2,June
20130627,2025-06-27,2013,2,June
20130628,2025-06-28,2013,2,June
20130629,2025-06-29,2013,2,June
20130630,2025-06-30,2013,2,June
20130701,2025-07-01,2013,3,July
20130702,2025-07-02,2013,3,July
20130703,2025-07-03,2013,3,July
20130704,2025-07-04,2013,3,July
20130705,2025-07-05,2013,3,July
20130706,2025-07-06,2013,3,July
20130707,2025-07-07,2013,3,July
20130708,2025-07-08,2013,3,July
20130709,2025-07-09,2013,3,July
20130710,2025-07-10,2013,3,July
20130711,2025-07-11,2013,3,July
20130712,2025-07-12,2013,3,July
20130713,2025-07-13,2013,3,July
20130714,2025-07-14,2013,3,July
20130715,2025-07-15,2013,3,July
20130716,2025-07-16,2013,3,July
20130717,2025-07-17,2013,3,July
20130718,2025-07-18,2013,3,July
20130719,2025-07-19,2013,3,July
20130720,2025-07-20,2013,3,July
20130721,2025-07-21,2013,3,July
20130722,2025-07-22,2013,3,July
20130723,2025-07-23,2013,3,July
20130724,2025-07-24,2013,3,July
20130725,2025-07-25,2013,3,July
20130726,2025-07-26,2013,3,July
20130727,2025-07-27,2013,3,July
20130728,2025-07-28,2013,3,July
20130729,2025-07-29,2013,3,July
20130730,2025-07-30,2013,3,July
20130731,2025-07-31,2013,3,July
20130801,2025-08-01,2013,3,August
20130802,2025-08-02,2013,3,August
20130803,2025-08-03,2013,3,August
20130804,2025-08-04,2013,3,August
20130805,2025-08-05,2013,3,August
20130806,2025-08-06,2013,3,August
20130807,2025-08-07,2013,3,August
20130808,2025-08-08,2013,3,August
20130809,2025-08-09,2013,3,August
20130810,2025-08-10,2013,3,August
20130811,2025-08-11,2013,3,August
20130812,2025-08-12,2013,3,August
20130813,2025-08-13,2013,3,August
20130814,2025-08-14,2013,3,August
20130815,2025-08-15,2013,3,August
20130816,2025-08-16,2013,3,August
20130817,2025-08-17,2013,3,August
20130818,2025-08-18,2013,3,August
20130819,2025-08-19,2013,3,August
20130820,2025-08-20,2013,3,August
20130821,2025-08-21,2013,3,August
20130822,2025-08-22,2013,3,August
20130823,2025-08-23,2013,3,August
20130824,2025-08-24,2013,3,August
20130825,2025-08-25,2013,3,August
20130826,2025-08-26,2013,3,August
20130827,2025-08-27,2013,3,August
20130828,2025-08-28,2013,3,August
20130829,2025-08-29,2013,3,August
20130830,2025-08-30,2013,3,August
20130831,2025-08-31,2013,3,August
20130901,2025-09-01,2013,3,September
20130902,2025-09-02,2013,3,September
20130903,2025-09-03,2013,3,September
20130904,2025-09-04,2013,3,September
20130905,2025-09-05,2013,3,September
20130906,2025-09-06,2013,3,September
20130907,2025-09-07,2013,3,September
20130908,2025-09-08,2013,3,September
20130909,2025-09-09,2013,3,September
20130910,2025-09-10,2013,3,September
20130911,2025-09-11,2013,3,September
20130912,2025-09-12,2013,3,September
20130913,2025-09-13,2013,3,September
20130914,2025-09-14,2013,3,September
20130915,2025-09-15,2013,3,September
20130916,2025-09-16,2013,3,September
20130917,2025-09-17,2013,3,September
20130918,2025-09-18,2013,3,September
20130919,2025-09-19,2013,3,September
20130920,2025-09-20,2013,3,September
20130921,2025-09-21,2013,3,September
20130922,2025-09-22,2013,3,September
20130923,2025-09-23,2013,3,September
20130924,2025-09-24,2013,3,September
20130925,2025-09-25,2013,3,September
20130926,2025-09-26,2013,3,September
20130927,2025-09-27,2013,3,September
20130928,2025-09-28,2013,3,September
20130929,2025-09-29,2013,3,September
20130930,2025-09-30,2013,3,September
20131001,2025-10-01,2013,4,October
20131002,2025-10-02,2013,4,October
20131003,2025-10-03,2013,4,October
20131004,2025-10-04,2013,4,October
20131005,2025-10-05,2013,4,October
20131006,2025-10-06,2013,4,October
20131007,2025-10-07,2013,4,October
20131008,2025-10-08,2013,4,October
20131009,2025-10-09,2013,4,October
20131010,2025-10-10,2013,4,October
20131011,2025-10-11,2013,4,October
20131012,2025-10-12,2013,4,October
20131013,2025-10-13,2013,4,October
20131014,2025-10-14,2013,4,October
20131015,2025-10-15,2013,4,October
20131016,2025-10-16,2013,4,October
20131017,2025-10-17,2013,4,October
20131018,2025-10-18,2013,4,October
20131019,2025-10-19,2013,4,October
20131020,2025-10-20,2013,4,October
20131021,2025-10-21,2013,4,October
20131022,2025-10-22,2013,4,October
20131023,2025-10-23,2013,4,October
20131024,2025-10-24,2013,4,October
20131025,2025-10-25,2013,4,October
20131026,2025-10-26,2013,4,October
20131027,2025-10-27,2013,4,October
20131028,2025-10-28,2013,4,October
20131029,2025-10-29,2013,4,October
20131030,2025-10-30,2013,4,October
20131031,2025-10-31,2013,4,October
20131101,2025-11-01,2013,4,November
20131102,2025-11-02,2013,4,November
20131103,2025-11-03,2013,4,November
20131104,2025-11-04,2013,4,November
20131105,2025-11-05,2013,4,November
20131106,2025-11-06,2013,4,November
20131107,2025-11-07,2013,4,November
20131108,2025-11-08,2013,4,November
20131109,2025-11-09,2013,4,November
20131110,2025-11-10,2013,4,November
20131111,2025-11-11,2013,4,November
20131112,2025-11-12,2013,4,November
20131113,2025-11-13,2013,4,November
20131114,2025-11-14,2013,4,November
20131115,2025-11-15,2013,4,November
20131116,2025-11-16,2013,4,November
20131117,2025-11-17,2013,4,November
20131118,2025-11-18,2013,4,November
20131119,2025-11-19,2013,4,November
20131120,2025-11-20,2013,4,November
20131121,2025-11-21,2013,4,November
20131122,2025-11-22,2013,4,November
20131123,2025-11-23,2013,4,November
20131124,2025-11-24,2013,4,November
20131125,2025-11-25,2013,4,November
20131126,2025-11-26,2013,4,November
20131127,2025-11-27,2013,4,November
20131128,2025-11-28,2013,4,November
20131129,2025-11-29,2013,4,November
20131130,2025-11-30,2013,4,November
20131201,2025-12-01,2013,4,December
20131202,2025-12-02,2013,4,December
20131203,2025-12-03,2013,4,December
20131204,2025-12-04,2013,4,December
20131205,2025-12-05,2013,4,December
20131206,2025-12-06,2013,4,December
20131207,2025-12-07,2013,4,December
20131208,2025-12-08,2013,4,December
20131209,2025-12-09,2013,4,December
20131210,2025-12-10,2013,4,December
20131211,2025-12-11,2013,4,December
20131212,2025-12-12,2013,4,December
20131213,2025-12-13,2013,4,December
20131214,2025-12-14,2013,4,December
20131215,2025-12-15,2013,4,December
20131216,2025-12-16,2013,4,December
20131217,2025-12-17,2013,4,December
20131218,2025-12-18,2013,4,December
20131219,2025-12-19,2013,4,December
20131220,2025-12-20,2013,4,December
20131221,2025-12-21,2013,4,December
20131222,2025-12-22,2013,4,December
20131223,2025-12-23,2013,4,December
20131224,2025-12-24,2013,4,December
20131225,2025-12-25,2013,4,December
20131226,2025-12-26,2013,4,December
20131227,2025-12-27,2013,4,December
20131228,2025-12-28,2013,4,December
20131229,2025-12-29,2013,4,December
20131230,2025-12-30,2013,4,December
20131231,2025-12-31,2013,4,December
20140101,2026-01-01,2014,1,January
